house_type,house_size,city,latitude,longitude,price,currency,numBathrooms,numBalconies,Status
4 BHK Independent House ,"7,000 sq ft",Delhi,28.60680962,77.18360138,2000000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55015373,77.24145508,110000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.54448891,77.2288208,110000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,820 sq ft",Delhi,28.55015373,77.24145508,155000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.57263374,77.23251343,100000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,900 sq ft,Delhi,28.63766098,77.11206818,27000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,50900,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.6378231,77.10163879,20000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.64922142,77.13320923,32000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,54900,INR,3.0,,Unfurnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.5594101,77.0626297,35000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,200 sq ft",Delhi,28.6476841,77.1100769,25000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55068588,77.20052338,130000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,15000,INR,1.0,,Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,59800,INR,3.0,,Furnished
2 BHK Independent Floor ,750 sq ft,Delhi,28.6476841,77.1100769,27100,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,400 sq ft",Delhi,28.64461899,77.12057495,32000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,300 sq ft",Delhi,28.6476841,77.1100769,35000,INR,2.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64152908,77.12091064,40000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63582993,77.11094666,28000,INR,2.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64171982,77.12236786,50000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.65271759,77.1146698,20000,INR,1.0,,Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.6476841,77.1100769,20000,INR,2.0,,Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,16000,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,24000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.64922142,77.13320923,25000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.6476841,77.1100769,45000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.64152908,77.12091064,70000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,26800,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,29900,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.6476841,77.1100769,35000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63737679,77.10144043,27000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.6476841,77.1100769,33000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,500 sq ft",Delhi,28.64152908,77.12091064,35000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,38000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,200 sq ft",Delhi,28.63766098,77.11206818,32500,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,500 sq ft",Delhi,28.6476841,77.1100769,28000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,30000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.63794327,77.10457611,37000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6476841,77.1100769,25000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,50000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,400 sq ft",Delhi,28.64152908,77.12091064,35000,INR,2.0,,Furnished
1 BHK Independent Floor ,550 sq ft,Delhi,28.63766098,77.11206818,18250,INR,1.0,,Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.64152908,77.12091064,20000,INR,1.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64152908,77.12091064,53000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.63766098,77.11206818,17800,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,26900,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,53000,INR,3.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64152908,77.12091064,50100,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.64152908,77.12091064,35000,INR,3.0,,Furnished
2 BHK Independent Floor ,900 sq ft,Delhi,28.6381588,77.11428833,22000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,400 sq ft",Delhi,28.64828873,77.12319946,60000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,45000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,25000,INR,2.0,,Furnished
2 BHK Apartment ,"1,000 sq ft",Delhi,28.5995636,77.04376221,23000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,850 sq ft,Delhi,28.65696335,77.12290955,22000,INR,2.0,,Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.63871956,77.10284424,16000,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,35000,INR,2.0,,Furnished
1 BHK Independent House ,750 sq ft,Delhi,28.64162445,77.1173172,20000,INR,1.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.63766098,77.11206818,42000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,25350,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,38000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.64483261,77.11074829,25000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,700 sq ft,Delhi,28.64152908,77.12091064,20000,INR,1.0,,Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.64152908,77.12091064,18000,INR,1.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64817238,77.14144897,65000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,54800,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,200 sq ft",Delhi,28.64152908,77.12091064,33000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,30250,INR,2.0,,Unfurnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,18600,INR,1.0,,Furnished
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.64152908,77.12091064,54500,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,750 sq ft,Delhi,28.64152908,77.12091064,25000,INR,1.0,,Furnished
2 BHK Apartment ,800 sq ft,Delhi,28.49557686,77.18509674,14400,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.5457592,77.24568176,148500,INR,4.0,,Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53398132,77.24250031,180000,INR,4.0,,Furnished
6 BHK Independent Floor ,"7,200 sq ft",Delhi,28.54150009,77.21615601,400000,INR,6.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.57263374,77.23251343,250000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.57263374,77.23251343,190000,INR,3.0,,Semi-Furnished
1 BHK Apartment ,520 sq ft,Delhi,28.5027256,77.18435669,14000,INR,1.0,,Semi-Furnished
2 BHK Apartment ,820 sq ft,Delhi,28.49385643,77.18325043,20000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,820 sq ft,Delhi,28.49385643,77.18325043,20000,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.5574131,77.23429108,180000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,210 sq ft",Delhi,28.49046516,77.17954254,25000,INR,2.0,,Semi-Furnished
1 RK Studio Apartment ,320 sq ft,Delhi,28.50004768,77.18939972,6000,INR,1.0,,Semi-Furnished
3 BHK Independent Floor ,"1,750 sq ft",Delhi,28.49941444,77.18951416,30000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,756 sq ft,Delhi,28.67246056,77.1107254,22000,INR,2.0,,Semi-Furnished
1 RK Studio Apartment ,280 sq ft,Delhi,28.49385643,77.18325043,6000,INR,1.0,,Unfurnished
1 BHK Apartment ,420 sq ft,Delhi,28.49385643,77.18325043,14000,INR,1.0,,Furnished
4 BHK Apartment ,"2,000 sq ft",Delhi,28.59945869,77.03492737,45000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.58768654,77.06594086,42000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58954048,77.04999542,42000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58954048,77.04999542,42000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Delhi,28.59419632,77.06415558,42000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,450 sq ft",Delhi,28.50035477,77.18727875,35000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,550 sq ft,Delhi,28.67461967,77.18017578,20000,INR,2.0,,Furnished
2 BHK Apartment ,780 sq ft,Delhi,28.49385643,77.18325043,15000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,180 sq ft",Delhi,28.49385643,77.18325043,30000,INR,3.0,,Furnished
1 BHK Apartment ,400 sq ft,Delhi,28.49385643,77.18325043,16000,INR,1.0,,Furnished
1 RK Studio Apartment ,320 sq ft,Delhi,28.49385643,77.18325043,6000,INR,1.0,,Unfurnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.50035477,77.18727875,20000,INR,1.0,,Furnished
2 BHK Apartment ,720 sq ft,Delhi,28.50035477,77.18727875,25000,INR,2.0,,Semi-Furnished
1 BHK Apartment ,400 sq ft,Delhi,28.49385643,77.18325043,15000,INR,1.0,,Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.57615089,77.27926636,128000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,500 sq ft",Delhi,28.55195999,77.23581696,175000,INR,4.0,,Unfurnished
1 BHK Apartment ,450 sq ft,Delhi,28.49147034,77.19029999,13000,INR,1.0,,Unfurnished
4 BHK Apartment ,"3,600 sq ft",Delhi,28.55195999,77.23581696,190000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.53398132,77.24250031,180000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,050 sq ft",Delhi,28.53895569,77.2000351,180000,INR,4.0,,Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53398132,77.24250031,180000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,500 sq ft",Delhi,28.55195999,77.23581696,180000,INR,4.0,,Unfurnished
2 BHK Apartment ,"1,500 sq ft",Delhi,28.58725357,77.03544617,37000,INR,2.0,,Furnished
3 BHK Apartment ,"2,000 sq ft",Delhi,28.58954048,77.04999542,47000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Delhi,28.58728218,77.06472778,45000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.60425758,77.04748535,45000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,220 sq ft",Delhi,28.48923111,77.18061829,16000,INR,2.0,,Semi-Furnished
1 BHK Apartment ,420 sq ft,Delhi,28.49385643,77.18325043,9500,INR,1.0,,Unfurnished
4 BHK Apartment ,"1,950 sq ft",Delhi,28.58639717,77.06064606,39000,INR,3.0,,Semi-Furnished
2 BHK Apartment ,"1,600 sq ft",Delhi,28.58352089,77.06206512,22000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Delhi,28.58868408,77.03623199,30000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,780 sq ft",Delhi,28.59105492,77.03888702,47000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Delhi,28.58757401,77.03544617,35000,INR,3.0,,Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.58866692,77.03621674,29000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.57264328,77.04571533,28000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,750 sq ft",Delhi,28.60393906,77.04146576,25000,INR,3.0,,Furnished
3 BHK Apartment ,"1,900 sq ft",Delhi,28.58742332,77.03553009,27000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Delhi,28.59153557,77.06052399,21000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Delhi,28.58540726,77.04299927,25000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Delhi,28.58953476,77.04988861,19000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"2,100 sq ft",Delhi,28.57698441,77.04685974,24000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Delhi,28.57806778,77.07007599,27000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.58974075,77.04853821,19500,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,700 sq ft",Delhi,28.55644989,77.24015808,143100,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,220 sq ft",Delhi,28.49288368,77.17655182,25000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.55708313,77.24693298,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,100 sq ft",Delhi,28.54901695,77.24635315,150000,INR,3.0,,Semi-Furnished
2 BHK Independent House ,"1,800 sq ft",Delhi,28.55036926,77.23671722,120000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"1,980 sq ft",Delhi,28.55195999,77.23581696,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55195999,77.23581696,275000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"4,050 sq ft",Delhi,28.57263374,77.23251343,190000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,097 sq ft",Delhi,28.56477928,77.19426727,110000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.54862404,77.23415375,120000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,300 sq ft",Delhi,28.5457592,77.24568176,250000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55195999,77.23581696,325000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53398132,77.24250031,200000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"6,000 sq ft",Delhi,28.55988312,77.15867615,600000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,953 sq ft",Delhi,28.57263374,77.23251343,160000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.5448494,77.24253845,150000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55195999,77.23581696,325000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55195999,77.23581696,150000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.55988312,77.15867615,210000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.53616524,77.19776154,275000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.53616524,77.19776154,120000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.53398132,77.24250031,217000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55195999,77.23581696,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.53398132,77.24250031,150000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,050 sq ft",Delhi,28.55524445,77.20317078,200000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,800 sq ft",Delhi,28.54306221,77.21394348,200000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.55195999,77.23581696,225000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.55195999,77.23581696,150000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,250000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,100 sq ft",Delhi,28.55524445,77.20317078,250000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,000 sq ft",Delhi,28.53667831,77.24420166,190000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,400 sq ft",Delhi,28.55015373,77.24145508,190000,INR,4.0,,Semi-Furnished
1 BHK Independent Floor ,360 sq ft,Delhi,28.49385643,77.18325043,7500,INR,1.0,,Unfurnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.59701729,77.06777954,45000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"1,900 sq ft",Delhi,28.57263374,77.23251343,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55150414,77.25912476,100000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,500 sq ft",Delhi,28.55844879,77.20293427,200000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.55183792,77.23640442,140000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55097771,77.23594666,125000,INR,4.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.54715157,77.26038361,95000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,440 sq ft",Delhi,28.53873825,77.2490921,100000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,800 sq ft",Delhi,28.57216072,77.23259735,120000,INR,2.0,,Furnished
3 BHK Apartment ,"2,100 sq ft",Delhi,28.53398132,77.24250031,110000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,100 sq ft",Delhi,28.55644226,77.21269989,300000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"1,872 sq ft",Delhi,28.54796982,77.23588562,170000,INR,3.0,,Unfurnished
5 BHK Villa ,"2,250 sq ft",Delhi,28.53398132,77.24250031,200000,INR,6.0,,Semi-Furnished
3 BHK Independent Floor ,"1,953 sq ft",Delhi,28.54078484,77.24668121,100000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"2,200 sq ft",Delhi,28.57698059,77.23122406,100000,INR,2.0,,Unfurnished
3 BHK Independent Floor ,"1,440 sq ft",Delhi,28.53816032,77.24881744,95000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.53873825,77.2490921,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,950 sq ft",Delhi,28.57263374,77.23251343,300000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,950 sq ft",Delhi,28.57263374,77.23251343,200000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,954 sq ft",Delhi,28.57263374,77.23251343,180000,INR,3.0,,Semi-Furnished
6 BHK Independent Floor ,"2,900 sq ft",Delhi,28.57263374,77.23251343,350000,INR,6.0,,Semi-Furnished
3 BHK Independent Floor ,"2,953 sq ft",Delhi,28.51533127,77.21953583,150000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,953 sq ft",Delhi,28.57263374,77.23251343,300000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.58725357,77.03544617,40800,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.55747604,77.0545578,37500,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58885384,77.06033325,38000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.57677269,77.04291534,45000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58340454,77.07356262,38000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.59571075,77.04241943,45000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.57303619,77.04418182,38000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,300 sq ft",Delhi,28.58954048,77.04999542,44000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.5327301,77.24281311,100000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,350 sq ft,Delhi,28.65300179,77.19235992,7000,INR,1.0,,Unfurnished
5 BHK Independent House ,"7,000 sq ft",Delhi,28.49633598,77.18878174,600000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.53398132,77.24250031,200000,INR,4.0,,Furnished
3 BHK Independent Floor ,"3,600 sq ft",Delhi,28.57263374,77.23251343,200000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"3,200 sq ft",Delhi,28.53398132,77.24250031,325000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,973 sq ft",Delhi,28.5687809,77.23298645,110000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,953 sq ft",Delhi,28.57263374,77.23251343,150000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.57263374,77.23251343,125000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,953 sq ft",Delhi,28.57263374,77.23251343,150000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.57263374,77.23251343,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,925 sq ft",Delhi,28.57263374,77.23251343,200000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,925 sq ft",Delhi,28.57263374,77.23251343,230000,INR,4.0,,Semi-Furnished
2 BHK Independent Floor ,850 sq ft,Delhi,28.70773888,77.21047974,30000,INR,2.0,,Furnished
2 BHK Independent Floor ,650 sq ft,Delhi,28.67461967,77.18017578,20000,INR,2.0,,Furnished
1 BHK Apartment ,420 sq ft,Delhi,28.50035477,77.18727875,16000,INR,1.0,,Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.56470108,77.19415283,150000,INR,3.0,,Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53398132,77.24250031,190000,INR,4.0,,Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.54272652,77.24005127,150000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.57871819,77.16468811,135000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55806351,77.20298767,110000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"3,500 sq ft",Delhi,28.54724503,77.20079803,175000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,500 sq ft",Delhi,28.54306221,77.21394348,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55195999,77.23581696,120000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.5443058,77.22879791,110000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55721092,77.21279144,110000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55112457,77.2358017,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55173111,77.23590088,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57302666,77.23272705,120000,INR,3.0,,Furnished
3 BHK Independent Floor ,"2,100 sq ft",Delhi,28.53137207,77.24281311,110000,INR,3.0,,Semi-Furnished
5 BHK Independent House ,"4,000 sq ft",Delhi,28.54411507,77.22879791,250000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55721092,77.21279144,200000,INR,4.0,,Unfurnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.52428436,77.20967865,180000,INR,4.0,,Semi-Furnished
3 BHK Independent House ,"1,872 sq ft",Delhi,28.55036926,77.23671722,140000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.57263374,77.23251343,250000,INR,3.0,,Furnished
3 BHK Independent Floor ,"3,000 sq ft",Delhi,28.57238579,77.23262787,190000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,950 sq ft",Delhi,28.58776283,77.21530151,400000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.55721664,77.21279144,100000,INR,3.0,,Semi-Furnished
5 BHK Independent House ,"4,500 sq ft",Delhi,28.54434204,77.2288208,250000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.54279709,77.21414948,300000,INR,5.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.5687809,77.23298645,120000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,980 sq ft",Delhi,28.5420208,77.20693207,125000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.5448494,77.24253845,100000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,503 sq ft",Delhi,28.55073929,77.23972321,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,955 sq ft",Delhi,28.5687809,77.23298645,170000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53972435,77.23821259,200000,INR,4.0,,Semi-Furnished
