house_type,house_size,city,latitude,longitude,price,currency,numBathrooms,numBalconies,Status
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,500115,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,401012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.59763908,77.23332977,1010202,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.59763908,77.23332977,1012002,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,985 sq ft",Delhi,28.59763908,77.23332977,1012022,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.59763908,77.23332977,1012001,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,381011,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,401012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,310102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,401012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55739021,77.15714264,401011,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,381812,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,401012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55739021,77.15714264,401011,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55739021,77.15714264,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55739021,77.15714264,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55739021,77.15714264,401102,INR,4.0,2.0,Unfurnished
2 BHK Independent Floor ,900 sq ft,Delhi,28.53348541,77.21110535,45000,INR,2.0,,Furnished
4 BHK Independent Floor ,"2,500 sq ft",Delhi,28.54154015,77.21611786,175000,INR,4.0,1.0,Semi-Furnished
1 BHK Apartment ,620 sq ft,Delhi,28.61662483,77.09482574,11000,INR,1.0,1.0,Semi-Furnished
1 BHK Apartment ,800 sq ft,Delhi,28.61662483,77.09482574,15000,INR,1.0,1.0,Semi-Furnished
3 BHK Independent Floor ,"1,300 sq ft",Delhi,28.61662483,77.09482574,35000,INR,3.0,2.0,Semi-Furnished
3 BHK Independent Floor ,"1,350 sq ft",Delhi,28.61662483,77.09482574,36000,INR,3.0,2.0,Semi-Furnished
1 BHK Apartment ,450 sq ft,Delhi,28.53081703,77.2168045,12300,INR,1.0,1.0,Semi-Furnished
3 BHK Independent Floor ,"1,200 sq ft",Delhi,28.55923843,77.29331207,16500,INR,2.0,2.0,Semi-Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.50177765,77.1879425,12000,INR,1.0,1.0,Semi-Furnished
4 BHK Independent Floor ,"4,562 sq ft",Delhi,28.53347588,77.19955444,253592,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,562 sq ft",Delhi,28.53347588,77.19955444,253562,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,562 sq ft",Delhi,28.53347588,77.19955444,235625,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"3,621 sq ft",Delhi,28.53347588,77.19955444,253562,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"6,251 sq ft",Delhi,28.53347588,77.19955444,235562,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,562 sq ft",Delhi,28.53347588,77.19955444,401012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,562 sq ft",Delhi,28.53347588,77.19955444,404012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,235592,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"6,251 sq ft",Delhi,28.55542183,77.20988464,549191,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.55542183,77.20988464,546195,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,863 sq ft",Delhi,28.55542183,77.20988464,401015,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301015,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"6,251 sq ft",Delhi,28.55542183,77.20988464,235562,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56705093,77.27355957,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56705093,77.27355957,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,041 sq ft",Delhi,28.56705093,77.27355957,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56705093,77.27355957,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56705093,77.27355957,235625,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.56705093,77.27355957,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56705093,77.27355957,235562,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"6,521 sq ft",Delhi,28.56705093,77.27355957,235562,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,562 sq ft",Delhi,28.56705093,77.27355957,235562,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,562 sq ft",Delhi,28.56705093,77.27355957,301022,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.56834984,77.27211761,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56834984,77.27211761,235592,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56834984,77.27211761,235562,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,562 sq ft",Delhi,28.55542183,77.20988464,546191,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.59545326,77.21033478,1546195,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55761909,77.20458984,308212,INR,4.0,3.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55970383,77.20386505,308212,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55761909,77.20458984,408214,INR,4.0,3.0,Unfurnished
5 BHK Independent Floor ,"6,251 sq ft",Delhi,28.55761909,77.20458984,305212,INR,5.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55761909,77.20458984,308521,INR,3.0,3.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55761909,77.20458984,308521,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55761909,77.20458984,308521,INR,3.0,2.0,Unfurnished
5 BHK Villa ,"6,251 sq ft",Delhi,28.59545326,77.21033478,1219192,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,251 sq ft",Delhi,28.59545326,77.21033478,1102020,INR,4.0,2.0,Unfurnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.52354813,77.20014191,8000,INR,1.0,1.0,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.62412453,77.08145905,25000,INR,1.0,2.0,Semi-Furnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,301182,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,401011,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,504015,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.67728996,77.15930176,1010105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.67728996,77.15930176,1121122,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.67728996,77.15930176,1210102,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.67728996,77.15930176,1410101,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"1,856 sq ft",Delhi,28.59763908,77.23332977,401015,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,379449,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.59763908,77.23332977,401014,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.59763908,77.23332977,401014,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,540105,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,401102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,401015,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,401012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.59763908,77.23332977,401012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,401012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,301010,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,401012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,401012,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"8,000 sq ft",Delhi,28.52691269,77.13584137,700000,INR,4.0,3.0,Furnished
4 BHK Apartment ,"1,400 sq ft",Delhi,28.56025314,77.19493866,22000,INR,1.0,,Unfurnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.71273994,77.16290283,17000,INR,1.0,,Furnished
1 BHK Independent Floor ,900 sq ft,Delhi,28.50938988,77.23176575,7000,INR,1.0,,Unfurnished
3 BHK Apartment ,830 sq ft,Delhi,28.62343979,77.03153992,25000,INR,2.0,,Furnished
1 BHK Apartment ,300 sq ft,Delhi,28.62976646,77.30672455,9000,INR,1.0,1.0,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.63128281,77.30278778,18000,INR,1.0,1.0,Semi-Furnished
3 BHK Apartment ,"1,350 sq ft",Delhi,28.62976646,77.30672455,25000,INR,2.0,1.0,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.62976646,77.30672455,55000,INR,3.0,2.0,Semi-Furnished
1 BHK Apartment ,650 sq ft,Delhi,28.61662483,77.09482574,22000,INR,1.0,1.0,Furnished
1 RK Studio Apartment ,250 sq ft,Delhi,28.60050774,77.29367065,13000,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,050 sq ft",Delhi,28.74312973,77.195961,4999,INR,2.0,1.0,Furnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,401122,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,381811,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,401012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57792091,77.16937256,504405,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57792091,77.16937256,640101,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57792091,77.16937256,704014,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.57792091,77.16937256,649119,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.67728996,77.15930176,310101,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.67728996,77.15930176,355912,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.67728996,77.15930176,401102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.67728996,77.15930176,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.67728996,77.15930176,310182,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.67728996,77.15930176,401102,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"3,200 sq ft",Delhi,28.5376606,77.20207214,110000,INR,4.0,3.0,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Delhi,28.53427887,77.20841217,37000,INR,,,Semi-Furnished
3 BHK Apartment ,"1,000 sq ft",Delhi,28.62061691,77.05524445,4000,INR,3.0,3.0,Furnished
2 BHK Independent House ,445 sq ft,Delhi,28.76049995,77.18828583,5500,INR,1.0,,Unfurnished
1 RK Studio Apartment ,500 sq ft,Delhi,28.55765915,77.21248627,38000,INR,1.0,,Furnished
3 BHK Apartment ,750 sq ft,Delhi,28.62127113,77.06132507,15000,INR,2.0,1.0,Semi-Furnished
2 BHK Apartment ,"1,800 sq ft",Delhi,28.61880875,77.05899811,9000,INR,1.0,1.0,Semi-Furnished
1 BHK Independent Floor ,500 sq ft,Delhi,28.52354813,77.20014191,8000,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,660 sq ft,Delhi,28.64182091,77.08261871,14900,INR,1.0,,Furnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,381812,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,569 sq ft",Delhi,28.57893944,77.16504669,401101,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.57893944,77.16504669,504012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57893944,77.16504669,401104,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57893944,77.16504669,540105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57893944,77.16504669,640115,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,301182,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,325959,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,381012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,301102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,310102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,381182,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,540105,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57792091,77.16937256,301102,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,310102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,504101,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,381022,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55761909,77.20458984,301102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,010 sq ft",Delhi,28.55761909,77.20458984,310101,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,412 sq ft",Delhi,28.57792091,77.16937256,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,852 sq ft",Delhi,28.55970383,77.20386505,401012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"4,562 sq ft",Delhi,28.55761909,77.20458984,301011,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,251 sq ft",Delhi,28.54154015,77.21611786,562562,INR,5.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.54154015,77.21611786,1102020,INR,5.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.6001606,77.22097778,1010102,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.56125832,77.19052124,301101,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56125832,77.19052124,301102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56125832,77.19052124,274818,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56125832,77.19052124,235925,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.60173035,77.18534088,1241225,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,952 sq ft",Delhi,28.6001606,77.22097778,1491191,INR,4.0,2.0,Unfurnished
1 BHK Apartment ,500 sq ft,Delhi,28.56263161,77.04360962,13500,INR,1.0,1.0,Furnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.56125832,77.19052124,235592,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56125832,77.19052124,301011,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,745 sq ft",Delhi,28.56125832,77.19052124,301015,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.56125832,77.19052124,249419,INR,3.0,2.0,Unfurnished
2 BHK Independent Floor ,660 sq ft,Delhi,28.64182091,77.08261871,14900,INR,1.0,,Furnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55765915,77.21248627,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,596 sq ft",Delhi,28.55765915,77.21248627,401010,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55765915,77.21248627,504105,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55765915,77.21248627,401012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.55765915,77.21248627,401102,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,569 sq ft",Delhi,28.55765915,77.21248627,401010,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.55765915,77.21248627,504011,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.55765915,77.21248627,401012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,381182,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,401011,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,401010,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,381012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,325641,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,316161,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,361612,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,404102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,301012,INR,4.0,2.0,Unfurnished
2 BHK Independent Floor ,660 sq ft,Delhi,28.64182091,77.08261871,14900,INR,1.0,,Furnished
2 BHK Independent Floor ,750 sq ft,Delhi,28.7080574,77.11795044,17000,INR,2.0,1.0,Unfurnished
2 BHK Independent Floor ,700 sq ft,Delhi,28.7080574,77.11795044,18000,INR,2.0,1.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.60279655,77.21968079,2491184,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.60279655,77.21968079,1549191,INR,4.0,2.0,Unfurnished
2 BHK Apartment ,"1,000 sq ft",Delhi,28.66977119,77.08420563,20000,INR,2.0,1.0,Unfurnished
12 BHK Independent House ,"14,521 sq ft",Delhi,28.5969677,77.22038269,3010101,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.5969677,77.22038269,1012010,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.63135529,77.2289505,1010101,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.63135529,77.2289505,1102001,INR,4.0,4.0,Unfurnished
5 BHK Independent House ,"5,896 sq ft",Delhi,28.62281036,77.22541809,2154919,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.62281036,77.22541809,1449194,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,251 sq ft",Delhi,28.54351997,77.22973633,401015,INR,4.0,2.0,Unfurnished
2 BHK Independent Floor ,"1,200 sq ft",Delhi,28.62361908,77.02622223,12000,INR,1.0,1.0,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55015373,77.24145508,130000,INR,4.0,2.0,Semi-Furnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55765915,77.21248627,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55765915,77.21248627,310182,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.55765915,77.21248627,401102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.55765915,77.21248627,310101,INR,3.0,3.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55765915,77.21248627,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55765915,77.21248627,401012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55765915,77.21248627,322292,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55765915,77.21248627,325591,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,310102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,325641,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,325911,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,401010,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57262039,77.26422119,401102,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57262039,77.26422119,604105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57262039,77.26422119,504105,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.57262039,77.26422119,401012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55765915,77.21248627,381012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55765915,77.21248627,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,896 sq ft",Delhi,28.55765915,77.21248627,381012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.55765915,77.21248627,362626,INR,3.0,2.0,Unfurnished
2 BHK Apartment ,950 sq ft,Delhi,28.62976646,77.30672455,22500,INR,2.0,2.0,Semi-Furnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56010056,77.2193222,235562,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.56010056,77.2193222,308521,INR,3.0,3.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.56010056,77.2193222,235655,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55761909,77.20458984,308525,INR,3.0,2.0,Unfurnished
2 BHK Independent House ,"1,100 sq ft",Delhi,28.64127541,77.11600494,25000,INR,2.0,2.0,Semi-Furnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.49946976,77.19647217,540405,INR,4.0,2.0,Unfurnished
